SegmentR,PEPR,AgeR,TimeRelationR,IncomeSourceR,ActivityR,NationalityR,CommonAddR,ProductTR,SubproductR,OperationTR,MonetaryInstR,DivisaR,ChannelR,OperabilitySR,OGoverR,SARR,VMR,VOR,SumSeR,SumReR,RSR,AAR,SendingNumR,ReceivingNumR,StateOpeR,StateResR,MunOpeR,MunResR,CountryR,Cluster
20,10,33,20,25,20,10,10,25,10,4,20,20,20,10,10,5,20,20,5,5,25,30,5,20,30,10,15,5,10,1
20,10,33,20,25,20,10,10,25,10,4,20,20,20,10,10,25,40,40,5,25,25,10,20,5,20,10,15,5,10,1
20,10,33,20,25,20,10,10,25,10,4,20,20,20,10,10,25,40,20,5,5,25,30,5,5,20,20,15,5,10,1
20,10,33,20,25,20,10,10,25,10,4,20,20,20,10,10,25,40,40,25,5,5,30,5,5,20,10,15,5,10,1
20,10,33,20,25,20,10,10,25,5,4,20,20,20,10,10,5,40,20,25,25,5,10,5,20,20,20,15,5,10,1
20,10,33,20,25,20,10,10,25,5,4,20,20,20,10,10,25,20,20,5,25,25,10,5,5,20,20,15,5,10,1
20,10,33,20,25,20,10,10,25,5,4,20,20,20,10,10,5,40,20,5,25,25,30,5,5,20,10,15,5,10,1
20,10,33,20,25,20,10,10,25,10,4,20,20,20,10,10,5,40,20,5,25,25,30,5,20,30,10,15,5,10,1
20,10,33,20,25,20,10,10,25,10,4,20,20,20,10,10,25,40,40,25,25,5,30,5,20,20,20,15,5,10,1
20,10,33,20,25,20,10,10,25,5,4,20,20,20,10,10,5,20,40,5,5,5,10,20,5,30,20,15,5,10,1
20,10,33,20,25,20,10,10,25,10,4,20,20,20,10,10,25,20,20,5,25,25,10,20,20,20,20,15,5,10,1
20,10,33,20,25,20,10,10,25,10,4,20,20,20,10,10,25,40,40,25,5,25,30,20,20,20,20,15,5,10,1
20,10,33,20,25,20,10,10,25,5,4,20,20,20,10,10,25,20,40,25,5,25,30,20,20,20,10,15,5,10,1
20,10,33,20,25,20,10,10,25,10,4,20,20,20,10,10,25,20,40,25,25,5,10,20,5,30,10,15,5,10,1
20,10,33,20,25,20,10,10,25,10,4,20,20,20,10,10,25,20,40,5,25,5,30,5,5,30,20,15,5,10,1
20,10,33,20,25,20,10,10,25,10,4,20,20,20,10,10,25,40,40,25,25,25,10,5,20,20,10,15,5,10,1
20,10,33,20,25,20,10,10,25,5,4,20,20,20,10,10,5,40,40,25,5,5,30,5,20,30,20,15,5,10,1
20,10,33,20,25,20,10,10,25,10,4,20,20,20,10,10,5,20,20,5,25,25,30,5,20,20,20,15,5,10,1
20,10,33,20,25,20,10,10,25,10,4,20,20,20,10,10,5,20,20,25,25,5,10,20,5,20,20,15,5,10,1
20,10,33,20,25,20,10,10,25,5,4,20,20,20,10,10,5,40,40,25,25,5,30,20,20,20,10,15,5,10,1
20,10,33,20,25,20,10,10,25,10,4,20,20,20,10,10,5,40,40,25,5,5,30,5,5,30,20,15,5,10,1
20,10,33,20,25,20,10,10,25,5,4,20,20,20,10,10,5,20,20,25,5,5,30,20,20,30,10,15,5,10,1
20,10,33,20,25,20,10,10,25,10,4,20,20,20,10,10,25,40,20,25,25,5,30,20,20,30,10,15,5,10,1
20,10,33,20,25,20,10,10,25,5,4,20,20,20,10,10,5,20,40,25,25,5,10,5,5,30,10,15,5,10,1
20,10,33,20,25,20,10,10,25,10,4,20,20,20,10,10,25,20,20,5,5,5,10,5,5,20,10,15,5,10,1
20,10,33,20,25,20,10,10,25,5,4,20,20,20,10,10,5,20,20,5,5,25,30,20,5,20,20,15,5,10,1
20,10,33,20,25,20,10,10,25,10,4,20,20,20,10,10,25,20,20,5,25,25,30,20,20,30,20,15,5,10,1
20,10,33,20,25,20,10,10,25,5,4,20,20,20,10,10,5,20,40,25,25,5,30,5,5,20,10,15,5,10,1
20,10,33,20,25,20,10,10,25,5,4,20,20,20,10,10,5,20,20,25,25,25,10,20,5,20,10,15,5,10,1
20,10,33,20,25,20,10,10,25,5,4,20,20,20,10,10,5,20,20,25,25,5,10,20,5,30,10,15,5,10,1
20,10,33,20,25,20,10,10,25,5,4,20,20,20,10,10,5,40,40,5,25,25,10,5,20,20,20,15,5,10,1
20,10,33,20,25,20,10,10,25,5,4,20,20,20,10,10,25,20,40,5,25,5,10,5,20,20,10,15,5,10,1
20,10,33,20,25,20,10,10,25,10,4,20,20,20,10,10,5,20,40,25,25,5,30,20,5,20,20,15,5,10,1
20,10,33,20,25,20,10,10,25,10,4,20,20,20,10,10,5,20,20,5,25,5,30,5,20,30,10,15,5,10,1
20,10,33,20,25,20,10,10,25,10,4,20,20,20,10,10,5,20,20,5,25,25,30,20,20,30,20,15,5,10,1
20,10,33,20,25,20,10,10,25,10,4,20,20,20,10,10,5,40,20,25,5,5,10,20,5,20,10,15,5,10,1
20,10,33,20,25,20,10,10,25,5,4,20,20,20,10,10,25,20,20,25,5,25,10,20,20,30,20,15,5,10,1
20,10,33,20,25,20,10,10,25,10,4,20,20,20,10,10,25,20,40,25,5,25,30,20,20,30,20,15,5,10,1
20,10,33,20,25,20,10,10,25,5,4,20,20,20,10,10,5,20,40,25,25,5,30,20,5,20,10,15,5,10,1
20,10,33,20,25,20,10,10,25,10,4,20,20,20,10,10,25,40,20,25,5,25,30,20,5,20,10,15,5,10,1
20,10,33,20,25,20,10,10,25,5,4,20,20,20,10,10,5,40,20,25,25,5,10,5,20,20,10,15,5,10,1
20,10,33,20,25,20,10,10,25,10,4,20,20,20,10,10,5,20,20,5,25,5,30,20,20,30,10,15,5,10,1
20,10,33,20,25,20,10,10,25,10,4,20,20,20,10,10,25,20,40,25,25,5,10,20,5,20,10,15,5,10,1
20,10,33,20,25,20,10,10,25,10,4,20,20,20,10,10,25,40,40,25,5,5,30,5,5,30,20,15,5,10,1
20,10,33,20,25,20,10,10,25,10,4,20,20,20,10,10,5,20,20,25,5,5,30,20,20,30,20,15,5,10,1
20,10,33,20,25,20,10,10,25,10,4,20,20,20,10,10,25,40,40,25,25,25,10,20,20,20,10,15,5,10,1
20,10,33,20,25,20,10,10,25,5,4,20,20,20,10,10,25,20,20,25,5,25,10,5,20,20,10,15,5,10,1
20,10,33,20,25,20,10,10,25,5,4,20,20,20,10,10,5,20,20,25,5,25,30,5,20,20,20,15,5,10,1
20,10,33,20,25,20,10,10,25,5,4,20,20,20,10,10,5,40,40,25,5,25,30,5,20,20,10,15,5,10,1
20,10,33,20,25,20,10,10,25,5,4,20,20,20,10,10,25,20,20,5,5,5,30,5,20,30,10,15,5,10,1
20,10,33,20,25,20,10,10,25,10,4,20,20,20,10,10,25,20,20,5,5,5,10,5,20,20,20,15,5,10,1
20,10,33,20,25,20,10,10,25,5,4,20,20,20,10,10,25,40,40,25,25,25,10,20,5,20,20,15,5,10,1
20,10,33,20,25,20,10,10,25,5,4,20,20,20,10,10,5,40,40,25,5,25,10,20,20,30,10,15,5,10,1
20,10,33,20,25,20,10,10,25,5,4,20,20,20,10,10,5,20,20,25,25,5,30,5,20,30,20,15,5,10,1
20,10,33,20,25,20,10,10,25,10,4,20,20,20,10,10,5,40,20,5,25,5,30,20,20,20,20,15,5,10,1
20,10,33,20,25,20,10,10,25,10,4,20,20,20,10,10,25,20,20,25,25,5,30,5,20,30,20,15,5,10,1
20,10,33,20,25,20,10,10,25,10,4,20,20,20,10,10,25,40,40,25,25,25,30,20,20,20,20,15,5,10,1
20,10,33,20,25,20,10,10,25,10,4,20,20,20,10,10,5,40,40,5,5,5,10,20,5,30,10,15,5,10,1
20,10,33,20,25,20,10,10,25,10,4,20,20,20,10,10,5,40,40,25,5,5,30,20,5,20,20,15,5,10,1
20,10,33,20,25,20,10,10,25,10,4,20,20,20,10,10,25,20,20,25,5,5,10,5,20,30,20,15,5,10,1
20,10,33,20,25,20,10,10,25,5,4,20,20,20,10,10,5,20,40,5,25,5,10,20,5,30,20,15,5,10,1
20,10,33,20,25,20,10,10,25,5,4,20,20,20,10,10,25,20,20,5,25,5,10,5,20,30,20,15,5,10,1
20,10,33,20,25,20,10,10,25,5,4,20,20,20,10,10,25,40,20,5,25,5,30,20,20,30,10,15,5,10,1
20,10,33,20,25,20,10,10,25,5,4,20,20,20,10,10,25,40,20,5,5,25,30,5,20,30,10,15,5,10,1
20,10,33,20,25,20,10,10,25,10,4,20,20,20,10,10,25,40,40,5,25,25,10,5,5,20,10,15,5,10,1
20,10,33,20,25,20,10,10,25,10,4,20,20,20,10,10,5,20,20,25,5,5,30,20,5,30,10,15,5,10,1
20,10,33,20,25,20,10,10,25,5,4,20,20,20,10,10,25,40,20,25,5,25,30,20,20,30,10,15,5,10,1
20,10,33,20,25,20,10,10,25,5,4,20,20,20,10,10,5,20,20,25,25,25,30,5,20,20,20,15,5,10,1
20,10,33,20,25,20,10,10,25,5,4,20,20,20,10,10,5,40,20,25,25,25,30,5,20,20,20,15,5,10,1
20,10,33,20,25,20,10,10,25,10,4,20,20,20,10,10,5,40,20,25,5,5,30,5,5,30,20,15,5,10,1
20,10,33,20,25,20,10,10,25,10,4,20,20,20,10,10,5,20,20,25,25,25,30,20,20,20,20,15,5,10,1
20,10,33,20,25,20,10,10,25,5,4,20,20,20,10,10,5,20,40,25,5,25,10,20,5,20,20,15,5,10,1
20,10,33,20,25,20,10,10,25,10,4,20,20,20,10,10,5,40,20,5,25,5,10,5,5,30,20,15,5,10,1
20,10,33,20,25,20,10,10,25,10,4,20,20,20,10,10,25,40,40,5,5,5,10,20,5,30,10,15,5,10,1
20,10,33,20,25,20,10,10,25,5,4,20,20,20,10,10,5,20,40,25,25,25,30,20,20,30,20,15,5,10,1
20,10,33,20,25,20,10,10,25,10,4,20,20,20,10,10,25,40,20,25,5,5,10,20,5,30,10,15,5,10,1
20,10,33,20,25,20,10,10,25,5,4,20,20,20,10,10,5,40,40,25,25,5,30,20,20,20,20,15,5,10,1
20,10,33,20,25,20,10,10,25,5,4,20,20,20,10,10,5,40,20,5,5,5,30,20,5,20,10,15,5,10,1
20,10,33,20,25,20,10,10,25,5,4,20,20,20,10,10,5,40,20,25,5,25,30,5,5,20,20,15,5,10,1
20,10,33,20,25,20,10,10,25,10,4,20,20,20,10,10,25,40,20,5,5,25,30,20,20,30,20,15,5,10,1
20,10,33,20,25,20,10,10,25,5,4,20,20,20,10,10,25,20,20,5,5,25,10,20,20,20,10,15,5,10,1
20,10,33,20,25,20,10,10,25,10,4,20,20,20,10,10,5,20,40,5,25,25,30,5,5,20,10,15,5,10,1
20,10,33,20,25,20,10,10,25,10,4,20,20,20,10,10,5,20,20,5,5,5,10,20,5,20,10,15,5,10,1
20,10,33,20,25,20,10,10,25,10,4,20,20,20,10,10,25,20,20,5,5,25,10,5,20,30,20,15,5,10,1
20,10,33,20,25,20,10,10,25,5,4,20,20,20,10,10,5,20,40,25,5,5,10,5,20,20,20,15,5,10,1
20,10,33,20,25,20,10,10,25,5,4,20,20,20,10,10,25,20,20,25,5,5,10,20,20,30,10,15,5,10,1
20,10,33,20,25,20,10,10,25,5,4,20,20,20,10,10,25,20,40,25,25,25,30,20,5,20,20,15,5,10,1
20,10,33,20,25,20,10,10,25,10,4,20,20,20,10,10,5,40,40,5,25,5,30,20,20,30,10,15,5,10,1
20,10,33,20,25,20,10,10,25,5,4,20,20,20,10,10,5,20,20,25,5,5,10,5,5,30,10,15,5,10,1
20,10,33,20,25,20,10,10,25,5,4,20,20,20,10,10,5,40,20,25,5,25,10,5,5,20,20,15,5,10,1
20,10,33,20,25,20,10,10,25,10,4,20,20,20,10,10,5,40,40,25,5,25,10,5,20,20,20,15,5,10,1
20,10,33,20,25,20,10,10,25,10,4,20,20,20,10,10,5,40,20,25,5,5,10,5,5,20,20,15,5,10,1
20,10,33,20,25,20,10,10,25,10,4,20,20,20,10,10,25,20,20,5,5,25,30,20,5,30,20,15,5,10,1
20,10,33,20,25,20,10,10,25,5,4,20,20,20,10,10,25,40,20,5,5,25,10,5,20,20,20,15,5,10,1
20,10,33,20,25,20,10,10,25,5,4,20,20,20,10,10,5,20,40,25,25,5,30,20,5,20,10,15,5,10,1
20,10,33,20,25,20,10,10,25,10,4,20,20,20,10,10,25,20,40,5,5,25,10,5,20,20,10,15,5,10,1
20,10,33,20,25,20,10,10,25,5,4,20,20,20,10,10,25,40,40,25,5,25,30,20,5,20,20,15,5,10,1
20,10,33,20,25,20,10,10,25,10,4,20,20,20,10,10,25,20,40,5,25,5,10,5,20,30,10,15,5,10,1
20,10,33,20,25,20,10,10,25,5,4,20,20,20,10,10,25,40,40,25,25,5,30,20,20,20,10,15,5,10,1
20,10,33,20,25,20,10,10,25,10,4,20,20,20,10,10,5,40,40,25,5,5,30,20,20,30,10,15,5,10,1
20,10,33,20,25,20,10,10,25,10,4,20,20,20,10,10,25,20,40,25,5,25,10,5,5,30,10,15,5,10,1
20,10,33,20,25,20,10,10,25,5,4,20,20,20,10,10,5,20,20,25,25,5,10,5,5,30,20,15,5,10,1
20,10,33,20,25,20,10,10,25,5,4,20,20,20,10,10,5,40,20,5,5,25,10,5,20,30,10,15,5,10,1
20,10,33,20,25,20,10,10,25,5,4,20,20,20,10,10,25,40,40,25,5,25,30,5,20,30,20,15,5,10,1
20,10,33,20,25,20,10,10,25,5,4,20,20,20,10,10,25,40,20,25,5,25,30,20,20,30,20,15,5,10,1
20,10,33,20,25,20,10,10,25,10,4,20,20,20,10,10,25,20,20,5,25,5,10,5,20,30,10,15,5,10,1
20,10,33,20,25,20,10,10,25,5,4,20,20,20,10,10,25,20,20,25,5,25,10,20,20,30,20,15,5,10,1
20,10,33,20,25,20,10,10,25,5,4,20,20,20,10,10,5,20,20,5,5,25,30,20,5,20,20,15,5,10,1
20,10,33,20,25,20,10,10,25,5,4,20,20,20,10,10,25,20,20,25,25,25,10,5,20,30,20,15,5,10,1
20,10,33,20,25,20,10,10,25,5,4,20,20,20,10,10,5,40,20,5,25,5,10,20,20,30,10,15,5,10,1
20,10,33,20,25,20,10,10,25,10,4,20,20,20,10,10,5,40,20,5,5,25,30,5,20,20,20,15,5,10,1
20,10,33,20,25,20,10,10,25,10,4,20,20,20,10,10,25,20,40,5,25,5,30,5,20,20,10,15,5,10,1
20,10,33,20,25,20,10,10,25,5,4,20,20,20,10,10,25,20,40,25,5,25,30,20,20,20,10,15,5,10,1
20,10,33,20,25,20,10,10,25,5,4,20,20,20,10,10,5,40,40,25,25,25,10,20,5,30,20,15,5,10,1
20,10,33,20,25,20,10,10,25,5,4,20,20,20,10,10,25,20,40,5,5,5,10,5,20,20,10,15,5,10,1
20,10,33,20,25,20,10,10,25,10,4,20,20,20,10,10,25,40,40,25,25,5,30,20,5,30,20,15,5,10,1
20,10,33,20,25,20,10,10,25,5,4,20,20,20,10,10,5,20,40,25,25,5,10,5,20,30,20,15,5,10,1
20,10,33,20,25,20,10,10,25,10,4,20,20,20,10,10,5,20,20,5,25,25,30,20,5,30,20,15,5,10,1
20,10,33,20,25,20,10,10,25,10,4,20,20,20,10,10,25,20,40,5,5,5,10,20,5,30,20,15,5,10,1
20,10,33,20,25,20,10,10,25,10,4,20,20,20,10,10,5,20,40,25,25,25,10,5,20,20,20,15,5,10,1
20,10,33,20,25,20,10,10,25,10,4,20,20,20,10,10,25,20,20,5,5,5,10,20,20,20,20,15,5,10,1
20,10,33,20,25,20,10,10,25,5,4,20,20,20,10,10,5,20,20,5,25,5,10,5,20,30,10,15,5,10,1
20,10,33,20,25,20,10,10,25,10,4,20,20,20,10,10,25,40,20,25,25,5,10,20,5,20,20,15,5,10,1
20,10,33,20,25,20,10,10,25,10,4,20,20,20,10,10,25,40,20,25,5,5,10,20,20,30,10,15,5,10,1
20,10,33,20,25,20,10,10,25,10,4,20,20,20,10,10,5,40,40,25,5,25,10,20,5,30,10,15,5,10,1
20,10,33,20,25,20,10,10,25,5,4,20,20,20,10,10,5,40,20,25,25,25,30,20,20,30,20,15,5,10,1
20,10,33,20,25,20,10,10,25,10,4,20,20,20,10,10,25,40,20,25,5,25,30,5,20,30,20,15,5,10,1
20,10,33,20,25,20,10,10,25,5,4,20,20,20,10,10,25,20,40,5,5,5,30,20,5,20,10,15,5,10,1
20,10,33,20,25,20,10,10,25,5,4,20,20,20,10,10,5,20,20,25,25,5,30,5,5,30,10,15,5,10,1
20,10,33,20,25,20,10,10,25,5,4,20,20,20,10,10,5,20,20,5,25,5,10,5,20,30,20,15,5,10,1
20,10,33,20,25,20,10,10,25,5,4,20,20,20,10,10,5,20,40,5,5,5,10,20,20,30,10,15,5,10,1
20,10,33,20,25,20,10,10,25,5,4,20,20,20,10,10,25,40,20,5,5,5,10,20,5,30,20,15,5,10,1
20,10,33,20,25,20,10,10,25,5,4,20,20,20,10,10,5,40,20,5,5,25,30,20,5,20,20,15,5,10,1
20,10,33,20,25,20,10,10,25,5,4,20,20,20,10,10,25,20,40,25,25,25,30,5,5,20,20,15,5,10,1
20,10,33,20,25,20,10,10,25,10,4,20,20,20,10,10,5,40,40,5,5,5,10,20,20,20,10,15,5,10,1
20,10,33,20,25,20,10,10,25,10,4,20,20,20,10,10,5,20,40,25,25,25,10,20,20,30,10,15,5,10,1
20,10,33,20,25,20,10,10,25,5,4,20,20,20,10,10,25,40,40,5,25,25,10,20,20,30,20,15,5,10,1
20,10,33,20,25,20,10,10,25,10,4,20,20,20,10,10,5,40,20,5,5,5,10,5,5,30,20,15,5,10,1
20,10,33,20,25,20,10,10,25,10,4,20,20,20,10,10,5,20,40,25,25,5,10,20,5,20,10,15,5,10,1
20,10,33,20,25,20,10,10,25,5,4,20,20,20,10,10,25,40,20,25,5,25,10,5,20,20,10,15,5,10,1
20,10,33,20,25,20,10,10,25,5,4,20,20,20,10,10,25,40,40,25,5,25,10,20,5,20,10,15,5,10,1
20,10,33,20,25,20,10,10,25,10,4,20,20,20,10,10,5,20,20,25,25,25,30,20,5,30,20,15,5,10,1
20,10,33,20,25,20,10,10,25,10,4,20,20,20,10,10,5,20,20,25,5,25,30,20,5,20,10,15,5,10,1
20,10,33,20,25,20,10,10,25,5,4,20,20,20,10,10,5,40,20,5,5,5,30,5,20,30,10,15,5,10,1
20,10,33,20,25,20,10,10,25,10,4,20,20,20,10,10,25,20,20,5,25,25,10,5,5,20,20,15,5,10,1
20,10,33,20,25,20,10,10,25,10,4,20,20,20,10,10,5,40,20,5,25,25,10,5,20,30,10,15,5,10,1
20,10,33,20,25,20,10,10,25,5,4,20,20,20,10,10,5,20,40,25,25,5,30,20,5,30,20,15,5,10,1
20,10,33,20,25,20,10,10,25,10,4,20,20,20,10,10,25,20,20,25,25,25,10,20,5,30,20,15,5,10,1
20,10,33,20,25,20,10,10,25,10,4,20,20,20,10,10,25,20,40,25,5,25,10,20,20,30,10,15,5,10,1
20,10,33,20,25,20,10,10,25,10,4,20,20,20,10,10,5,40,20,5,5,5,10,5,20,30,20,15,5,10,1
20,10,33,20,25,20,10,10,25,10,4,20,20,20,10,10,25,20,20,5,25,5,30,20,5,20,10,15,5,10,1
20,10,33,20,25,20,10,10,25,10,4,20,20,20,10,10,5,40,20,5,5,25,30,5,20,20,20,15,5,10,1
20,10,33,20,25,20,10,10,25,10,4,20,20,20,10,10,5,40,40,5,25,25,30,20,20,20,20,15,5,10,1
20,10,33,20,25,20,10,10,25,10,4,20,20,20,10,10,25,20,40,25,25,25,30,5,5,20,20,15,5,10,1
20,10,33,20,25,20,10,10,25,10,4,20,20,20,10,10,5,40,20,25,5,25,30,5,20,30,20,15,5,10,1
20,10,33,20,25,20,10,10,25,10,4,20,20,20,10,10,25,20,40,5,5,5,10,20,20,30,20,15,5,10,1
20,10,33,20,25,20,10,10,25,10,4,20,20,20,10,10,25,20,20,5,5,5,30,5,5,20,10,15,5,10,1
20,10,33,20,25,20,10,10,25,5,4,20,20,20,10,10,25,40,40,5,25,5,10,20,20,20,20,15,5,10,1
20,10,33,20,25,20,10,10,25,5,4,20,20,20,10,10,5,40,20,25,25,25,10,20,5,30,20,15,5,10,1
20,10,33,20,25,20,10,10,25,5,4,20,20,20,10,10,25,20,40,5,5,25,10,20,5,20,20,15,5,10,1
20,10,33,20,25,20,10,10,25,5,4,20,20,20,10,10,5,40,20,5,5,25,10,5,20,30,20,15,5,10,1
20,10,33,20,25,20,10,10,25,5,4,20,20,20,10,10,25,20,20,25,25,5,30,20,5,20,20,15,5,10,1
20,10,33,20,25,20,10,10,25,5,4,20,20,20,10,10,25,40,20,25,5,5,30,20,5,30,10,15,5,10,1
20,10,33,20,25,20,10,10,25,10,4,20,20,20,10,10,25,40,40,25,5,5,30,5,5,20,20,15,5,10,1
20,10,33,20,25,20,10,10,25,5,4,20,20,20,10,10,25,40,20,25,25,25,30,20,20,20,10,15,5,10,1
20,10,33,20,25,20,10,10,25,5,4,20,20,20,10,10,25,20,20,5,5,5,30,20,5,30,20,15,5,10,1
20,10,33,20,25,20,10,10,25,10,4,20,20,20,10,10,25,40,20,5,5,5,30,5,20,20,20,15,5,10,1
20,10,33,20,25,20,10,10,25,10,4,20,20,20,10,10,25,20,40,5,5,5,30,20,20,20,10,15,5,10,1
20,10,33,20,25,20,10,10,25,5,4,20,20,20,10,10,25,40,40,5,25,25,30,5,20,20,20,15,5,10,1
20,10,33,20,25,20,10,10,25,10,4,20,20,20,10,10,25,40,20,25,5,25,10,20,5,30,10,15,5,10,1
20,10,33,20,25,20,10,10,25,10,4,20,20,20,10,10,5,40,40,25,25,5,10,20,20,30,10,15,5,10,1
20,10,33,20,25,20,10,10,25,10,4,20,20,20,10,10,5,40,20,25,5,25,10,20,20,20,10,15,5,10,1
20,10,33,20,25,20,10,10,25,5,4,20,20,20,10,10,25,20,20,25,5,25,30,5,20,30,20,15,5,10,1
20,10,33,20,25,20,10,10,25,10,4,20,20,20,10,10,25,40,40,25,25,5,30,20,5,20,10,15,5,10,1
20,10,33,20,25,20,10,10,25,5,4,20,20,20,10,10,5,40,40,25,5,25,10,5,20,20,10,15,5,10,1
20,10,33,20,25,20,10,10,25,10,4,20,20,20,10,10,25,20,40,5,25,5,30,5,20,30,20,15,5,10,1
20,10,33,20,25,20,10,10,25,5,4,20,20,20,10,10,5,20,20,5,25,5,10,20,5,30,20,15,5,10,1
20,10,33,20,25,20,10,10,25,5,4,20,20,20,10,10,5,40,20,5,5,5,30,5,20,20,20,15,5,10,1
20,10,33,20,25,20,10,10,25,10,4,20,20,20,10,10,5,20,40,5,25,25,30,20,20,30,20,15,5,10,1
20,10,33,20,25,20,10,10,25,10,4,20,20,20,10,10,5,40,40,5,5,5,30,5,5,20,20,15,5,10,1
20,10,33,20,25,20,10,10,25,10,4,20,20,20,10,10,5,20,20,25,5,5,10,5,5,30,20,15,5,10,1
20,10,33,20,25,20,10,10,25,10,4,20,20,20,10,10,25,20,20,25,25,25,30,5,20,30,20,15,5,10,1
20,10,33,20,25,20,10,10,25,5,4,20,20,20,10,10,5,40,40,5,25,25,30,20,5,20,10,15,5,10,1
20,10,33,20,25,20,10,10,25,5,4,20,20,20,10,10,25,20,20,25,25,25,30,5,20,30,20,15,5,10,1
20,10,33,20,25,20,10,10,25,10,4,20,20,20,10,10,25,40,40,25,5,25,30,5,5,20,10,15,5,10,1
20,10,33,20,25,20,10,10,25,5,4,20,20,20,10,10,5,40,40,25,5,5,10,20,5,30,20,15,5,10,1
20,10,33,20,25,20,10,10,25,10,4,20,20,20,10,10,25,40,20,5,25,25,30,5,5,20,20,15,5,10,1
20,10,33,20,25,20,10,10,25,10,4,20,20,20,10,10,5,40,40,5,5,25,30,20,20,30,20,15,5,10,1
20,10,33,20,25,20,10,10,25,5,4,20,20,20,10,10,5,40,20,5,25,25,10,20,5,30,10,15,5,10,1
20,10,33,20,25,20,10,10,25,10,4,20,20,20,10,10,25,20,40,5,5,5,10,20,20,20,20,15,5,10,1
20,10,33,20,25,20,10,10,25,5,4,20,20,20,10,10,5,20,40,25,5,5,30,5,20,20,20,15,5,10,1
20,10,33,20,25,20,10,10,25,5,4,20,20,20,10,10,5,40,20,5,25,5,30,5,5,20,10,15,5,10,1
20,10,33,20,25,20,10,10,25,5,4,20,20,20,10,10,5,40,20,25,5,5,10,5,5,30,20,15,5,10,1
20,10,33,20,25,20,10,10,25,10,4,20,20,20,10,10,25,40,20,25,25,25,30,20,5,30,10,15,5,10,1
20,10,33,20,25,20,10,10,25,10,4,20,20,20,10,10,5,20,20,25,25,5,30,20,5,30,10,15,5,10,1
20,10,33,20,25,20,10,10,25,10,4,20,20,20,10,10,25,20,20,5,25,25,30,20,5,30,10,15,5,10,1
20,10,33,20,25,20,10,10,25,10,4,20,20,20,10,10,5,40,40,25,25,5,30,20,20,30,10,15,5,10,1
20,10,33,20,25,20,10,10,25,10,4,20,20,20,10,10,25,40,20,5,25,5,10,20,5,30,20,15,5,10,1
20,10,33,20,25,20,10,10,25,5,4,20,20,20,10,10,5,40,40,25,25,25,10,20,20,20,10,15,5,10,1
20,10,33,20,25,20,10,10,25,10,4,20,20,20,10,10,25,20,40,25,5,25,30,5,20,20,20,15,5,10,1
20,10,33,20,25,20,10,10,25,10,4,20,20,20,10,10,5,40,20,25,5,25,10,5,20,20,20,15,5,10,1
20,10,33,20,25,20,10,10,25,10,4,20,20,20,10,10,25,40,40,5,25,25,30,20,5,30,10,15,5,10,1
20,10,33,20,25,20,10,10,25,5,4,20,20,20,10,10,25,40,40,25,25,25,30,20,5,30,10,15,5,10,1
20,10,33,20,25,20,10,10,25,10,4,20,20,20,10,10,5,40,40,25,5,5,10,20,5,30,20,15,5,10,1
20,10,33,20,25,20,10,10,25,10,4,20,20,20,10,10,5,40,20,5,5,5,30,5,20,30,20,15,5,10,1
20,10,33,20,25,20,10,10,25,5,4,20,20,20,10,10,25,20,40,5,5,5,30,20,5,30,20,15,5,10,1
20,10,33,20,25,20,10,10,25,5,4,20,20,20,10,10,25,20,40,25,25,5,10,20,5,20,20,15,5,10,1
20,10,33,20,25,20,10,10,25,5,4,20,20,20,10,10,25,20,40,25,25,25,30,5,5,30,20,15,5,10,1
20,10,33,20,25,20,10,10,25,10,4,20,20,20,10,10,25,20,20,25,25,25,10,20,5,30,20,15,5,10,1
20,10,33,20,25,20,10,10,25,5,4,20,20,20,10,10,5,20,40,5,5,25,10,20,5,30,10,15,5,10,1
20,10,33,20,25,20,10,10,25,5,4,20,20,20,10,10,25,20,20,5,25,25,10,20,20,20,10,15,5,10,1
20,10,33,20,25,20,10,10,25,10,4,20,20,20,10,10,5,40,40,25,5,5,30,5,20,20,10,15,5,10,1
20,10,33,20,25,20,10,10,25,10,4,20,20,20,10,10,25,20,40,5,5,5,30,20,5,20,20,15,5,10,1
20,10,33,20,25,20,10,10,25,10,4,20,20,20,10,10,5,40,40,5,5,5,30,5,20,30,20,15,5,10,1
20,10,33,20,25,20,10,10,25,10,4,20,20,20,10,10,5,20,40,25,25,5,10,20,20,30,20,15,5,10,1
20,10,33,20,25,20,10,10,25,10,4,20,20,20,10,10,5,20,20,5,5,25,30,5,20,20,10,15,5,10,1
20,10,33,20,25,20,10,10,25,5,4,20,20,20,10,10,5,40,40,25,5,25,10,5,5,30,20,15,5,10,1
20,10,33,20,25,20,10,10,25,5,4,20,20,20,10,10,5,40,40,25,5,25,10,5,5,20,20,15,5,10,1
20,10,33,20,25,20,10,10,25,5,4,20,20,20,10,10,25,20,20,25,25,25,10,20,5,20,20,15,5,10,1
20,10,33,20,25,20,10,10,25,10,4,20,20,20,10,10,5,40,40,5,5,25,30,5,20,20,20,15,5,10,1
20,10,33,20,25,20,10,10,25,5,4,20,20,20,10,10,25,40,40,25,25,5,10,20,5,30,10,15,5,10,1
20,10,33,20,25,20,10,10,25,5,4,20,20,20,10,10,5,40,20,5,25,5,10,20,5,30,20,15,5,10,1
